date,ml_factor_classifier,VN:VNINDEX
2021-01-04 00:00:00+00:00,0.0,0.015038002663357197
2021-01-05 00:00:00+00:00,-0.0015974440894567967,0.01078119003632394
2021-01-06 00:00:00+00:00,0.0013532254413738455,0.00941238797404087
2021-01-07 00:00:00+00:00,0.02591456326783007,0.011616413432352646
2021-01-08 00:00:00+00:00,0.01207381803521173,0.009684476303297052
2021-01-11 00:00:00+00:00,0.012664739478576886,0.014729936883933314
2021-01-12 00:00:00+00:00,0.011614388647853961,0.006236865869405417
2021-01-13 00:00:00+00:00,-0.005573206095027233,-0.005225282651726171
2021-01-14 00:00:00+00:00,0.027234315867261463,0.0011382319463766333
2021-01-15 00:00:00+00:00,0.012142650463514827,0.005726798046151282
2021-01-18 00:00:00+00:00,0.01427834437671645,-0.0018924803215542019
2021-01-19 00:00:00+00:00,-0.019615970063832058,-0.0511267345671762
2021-01-20 00:00:00+00:00,-0.0012778509282875222,0.0032537577365163717
2021-01-21 00:00:00+00:00,0.022087967470698876,0.026024958578630075
2021-01-22 00:00:00+00:00,0.016504461728327157,0.002207505518763808
2021-01-25 00:00:00+00:00,0.026088567331354624,-0.0006256535079449677
2021-01-26 00:00:00+00:00,-0.0003790100684178915,-0.02566785300801855
2021-01-27 00:00:00+00:00,-0.02052330331190783,-0.034283350350314934
2021-01-28 00:00:00+00:00,-0.053812587442797946,-0.0667444425203022
2021-01-29 00:00:00+00:00,0.02274322419803036,0.031906166376935996
2021-02-01 00:00:00+00:00,-0.02178096499519,-0.019969525179583725
2021-02-02 00:00:00+00:00,0.03290894155500038,0.038647622910449986
2021-02-03 00:00:00+00:00,0.036850900511353306,0.033248723884968356
2021-02-04 00:00:00+00:00,0.001519267702439905,0.0008098696109926085
2021-02-05 00:00:00+00:00,0.006696844970065888,0.013235148670640795
2021-02-08 00:00:00+00:00,-0.0181984371479563,-0.03880522845657597
2021-02-09 00:00:00+00:00,0.026402825475985495,0.029311841060580823
2021-02-17 00:00:00+00:00,0.035889997084103516,0.036639071511215926
2021-02-18 00:00:00+00:00,0.004369093543632386,0.01609302808492985
2021-02-19 00:00:00+00:00,0.025787677126886906,-0.0007493315621861507
2021-02-22 00:00:00+00:00,0.017689098867823185,0.0013123135918193807
2021-02-23 00:00:00+00:00,0.007925941544422251,0.0022126906318082895
2021-02-24 00:00:00+00:00,-0.018670936180825843,-0.013272307326517518
2021-02-25 00:00:00+00:00,0.017195384505581272,0.002943176048398888
2021-02-26 00:00:00+00:00,0.006758719670373228,0.002608479273744413
2021-03-01 00:00:00+00:00,0.02348463827766537,0.015148014069680915
2021-03-02 00:00:00+00:00,0.012836081482576278,0.0003709417705723972
2021-03-03 00:00:00+00:00,-0.004093529003706673,0.00028653053657068384
2021-03-04 00:00:00+00:00,-0.004622959702456742,-0.01552719154134552
2021-03-05 00:00:00+00:00,0.018294284276293555,0.0001454831752987218
2021-03-08 00:00:00+00:00,0.0012040054768278413,-0.0003593767380571933
2021-03-09 00:00:00+00:00,-0.0006996531685450374,-0.00539258904191664
2021-03-10 00:00:00+00:00,0.0009357219217458479,0.006979526149556214
2021-03-11 00:00:00+00:00,-0.0012465088454150037,0.009956584165185411
2021-03-12 00:00:00+00:00,-0.001317947806541502,-0.00014385688778317807
2021-03-15 00:00:00+00:00,-0.0012231628089007889,0.002539016215850287
2021-03-16 00:00:00+00:00,0.0005608372163219572,-0.003933950158708566
2021-03-17 00:00:00+00:00,0.025764975613065465,0.005246207305703798
2021-03-18 00:00:00+00:00,-0.0022387515208540485,0.012520129163891447
2021-03-19 00:00:00+00:00,-0.0006410912072549235,-0.005737172548170633
2021-03-22 00:00:00+00:00,-0.010173153921710313,0.00031824462962193323
2021-03-23 00:00:00+00:00,-0.012174343645162924,-0.009192669306698598
2021-03-24 00:00:00+00:00,-0.02771200290248883,-0.01828552114580262
2021-03-25 00:00:00+00:00,-0.010956930199798884,0.0011103364577684793
2021-03-26 00:00:00+00:00,0.003935583518986542,-0.00076519645774209
2021-03-29 00:00:00+00:00,0.01936605007132658,0.0115899880400272
2021-03-30 00:00:00+00:00,0.010622269417574126,0.009084104518236158
2021-03-31 00:00:00+00:00,0.013598025798232799,0.004282005462085792
2021-04-01 00:00:00+00:00,0.02697292490005576,0.020697643188074766
2021-04-02 00:00:00+00:00,0.0005101354512286538,0.006866211660225385
2021-04-05 00:00:00+00:00,-0.017303290589877184,0.009473641226673157
2021-04-06 00:00:00+00:00,0.003438811847797385,0.003163302455402306
2021-04-07 00:00:00+00:00,0.005491003292251052,0.0019516758605115925
2021-04-08 00:00:00+00:00,-0.00044493513691808216,-0.006028751267728061
2021-04-09 00:00:00+00:00,0.013152224628487834,-0.0026156175853719876
2021-04-12 00:00:00+00:00,0.01271303427951485,0.01687965834727123
2021-04-13 00:00:00+00:00,-0.015222243507532922,-0.003289552477144908
2021-04-14 00:00:00+00:00,0.003173163175282007,0.006040069532895931
2021-04-15 00:00:00+00:00,0.0004253401081613204,-0.006863767746661642
2021-04-16 00:00:00+00:00,-0.0032914275698027124,-0.006847063539787479
2021-04-19 00:00:00+00:00,0.0250296138343391,0.017655464152222855
2021-04-20 00:00:00+00:00,0.0015120183824278656,0.0061082993542656006
2021-04-22 00:00:00+00:00,-0.03795532736278336,-0.03190147286088252
2021-04-23 00:00:00+00:00,0.034054864685218185,0.016867293251453752
2021-04-26 00:00:00+00:00,-0.007772393838947684,-0.026238856895709373
2021-04-27 00:00:00+00:00,0.004647767490558181,0.0032736455086077587
2021-04-28 00:00:00+00:00,0.003439161435828095,0.008034433285509346
2021-04-29 00:00:00+00:00,0.003874870216528641,0.008002927900451429
2021-05-04 00:00:00+00:00,0.0034448874492581214,0.0022672443702143052
2021-05-05 00:00:00+00:00,0.001499517446091354,0.011455482208984069
2021-05-06 00:00:00+00:00,0.0078976438061548,-0.004664008341093484
2021-05-07 00:00:00+00:00,0.012911576950103518,-0.00700480580855134
2021-05-10 00:00:00+00:00,0.03931640156154119,0.014309757531345335
2021-05-11 00:00:00+00:00,-0.006087794442500916,-0.0028104606297336687
2021-05-12 00:00:00+00:00,0.03246853897966377,0.010389796503295967
2021-05-13 00:00:00+00:00,-0.004447468421333142,-0.0055945598814898245
2021-05-14 00:00:00+00:00,0.0066517157178458165,0.003462784966600241
2021-05-17 00:00:00+00:00,0.004188635127635402,-0.006048832875327648
2021-05-18 00:00:00+00:00,0.022367048695816415,-0.004782712322237259
2021-05-19 00:00:00+00:00,0.019747945043223327,0.007831209886004276
2021-05-20 00:00:00+00:00,0.010018095857258024,0.012459504629739548
2021-05-21 00:00:00+00:00,-0.001475160429487656,0.0044671496299542035
2021-05-24 00:00:00+00:00,0.0009980619191281173,0.01094296418029006
2021-05-25 00:00:00+00:00,0.00994872072695979,0.008166535693924226
2021-05-26 00:00:00+00:00,0.01460901107642866,0.0062051995292609075
2021-05-27 00:00:00+00:00,-0.004514462593758516,-0.009971899445583743
2021-05-28 00:00:00+00:00,0.02542101216971985,0.012956726527919571
2021-05-31 00:00:00+00:00,0.04470784607067472,0.005747996910167696
2021-06-01 00:00:00+00:00,-0.0031251603681161635,0.007326531380595691
2021-06-02 00:00:00+00:00,0.04199999156082869,0.0022425211918253307
2021-06-03 00:00:00+00:00,0.04866213909532844,0.017527111084592484
2021-06-04 00:00:00+00:00,-0.003921892617872797,0.007161286539419942
2021-06-07 00:00:00+00:00,-0.03633356156432542,-0.011113132709872242
2021-06-08 00:00:00+00:00,-0.0376810133300223,-0.028628622735100473
2021-06-09 00:00:00+00:00,0.04924039298186401,0.009864533139376297
2021-06-10 00:00:00+00:00,0.02272971415314653,-0.006992272488558937
2021-06-11 00:00:00+00:00,0.006062938119486284,0.021275631242539284
2021-06-14 00:00:00+00:00,0.024518018054947015,0.0073830766271620885
